686,R,+5050.6483,-00056.2055,145.10,05.4,130000.000,V
686,R,+5050.6438,-00056.2006,145.10,05.1,130000.000,V
686,R,+5050.6392,-00056.1956,145.10,15.5,130000.000,V
686,R,+5050.6347,-00056.1906,145.10,12.0,130000.000,V
686,R,+5050.6302,-00056.1856,145.10,17.6,130000.000,V
686,R,+5050.6257,-00056.1806,145.10,01.1,130000.000,V
686,R,+5050.6212,-00056.1756,145.10,16.2,130000.000,V
686,R,+5050.6167,-00056.1706,145.10,07.0,130000.000,V
686,R,+5050.6122,-00056.1657,145.10,07.0,130000.000,V
686,R,+5050.6077,-00056.1607,145.10,12.0,130000.000,V
686,R,+5050.6032,-00056.1557,145.10,18.4,130000.000,V
686,R,+5050.5986,-00056.1507,145.10,04.8,130000.000,V
686,R,+5050.5941,-00056.1457,145.10,06.5,130000.000,V
686,R,+5050.5896,-00056.1407,145.10,10.6,130000.000,V
686,R,+5050.5851,-00056.1358,145.10,05.5,130000.000,V
686,R,+5050.5806,-00056.1308,145.10,15.5,130000.000,V
686,R,+5050.5761,-00056.1258,145.10,04.5,130000.000,V
686,R,+5050.5716,-00056.1208,145.10,00.2,130000.000,V
686,R,+5050.5671,-00056.1158,145.10,02.3,130000.000,V
686,R,+5050.5626,-00056.1108,145.10,03.6,130000.000,V
686,R,+5050.5581,-00056.1059,145.10,10.4,130000.000,V
686,R,+5050.5535,-00056.1009,145.10,08.2,130000.000,V
686,R,+5050.5490,-00056.0959,145.10,16.7,130000.000,V
686,R,+5050.5445,-00056.0909,145.10,05.0,130000.000,V
686,R,+5050.5400,-00056.0859,145.10,01.4,130000.000,V
686,R,+5050.5355,-00056.0809,145.10,02.4,130000.000,V
686,R,+5050.5310,-00056.0760,145.10,05.8,130000.000,V
686,R,+5050.5265,-00056.0710,145.10,07.5,130000.000,V
686,R,+5050.5220,-00056.0660,145.10,02.2,130000.000,V
686,R,+5050.5175,-00056.0610,145.10,03.3,130000.000,V
686,R,+5050.5129,-00056.0560,145.10,00.4,130000.000,V
686,R,+5050.5087,-00056.0615,219.14,14.0,130000.000,V
686,R,+5050.5045,-00056.0669,219.14,07.1,130000.000,V
686,R,+5050.5002,-00056.0724,219.14,18.6,130000.000,V
686,R,+5050.4960,-00056.0779,219.14,08.4,130000.000,V
686,R,+5050.4918,-00056.0833,219.14,11.5,130000.000,V
686,R,+5050.4875,-00056.0888,219.14,03.5,130000.000,V
686,R,+5050.4833,-00056.0943,219.14,10.8,130000.000,V
686,R,+5050.4790,-00056.0997,219.14,14.1,130000.000,V
686,R,+5050.4748,-00056.1052,219.14,10.2,130000.000,V
686,R,+5050.4706,-00056.1106,219.14,02.1,130000.000,V
686,R,+5050.4663,-00056.1161,219.14,01.8,130000.000,V
686,R,+5050.4621,-00056.1216,219.14,15.8,130000.000,V
686,R,+5050.4579,-00056.1270,219.14,18.5,130000.000,V
686,R,+5050.4536,-00056.1325,219.14,17.0,130000.000,V
686,R,+5050.4494,-00056.1380,219.14,02.6,130000.000,V
686,R,+5050.4451,-00056.1434,219.14,06.0,130000.000,V
686,R,+5050.4409,-00056.1489,219.14,05.3,130000.000,V
686,R,+5050.4367,-00056.1543,219.14,12.3,130000.000,V
686,R,+5050.4324,-00056.1598,219.14,15.7,130000.000,V
686,R,+5050.4282,-00056.1653,219.14,02.5,130000.000,V
686,R,+5050.4240,-00056.1707,219.14,13.0,130000.000,V
686,R,+5050.4197,-00056.1762,219.14,00.7,130000.000,V
686,R,+5050.4155,-00056.1816,219.14,13.6,130000.000,V
686,R,+5050.4112,-00056.1871,219.14,04.2,130000.000,V
686,R,+5050.4070,-00056.1926,219.14,17.6,130000.000,V
686,R,+5050.4028,-00056.1980,219.14,01.3,130000.000,V
686,R,+5050.3985,-00056.2035,219.14,14.6,130000.000,V
686,R,+5050.3943,-00056.2090,219.14,00.2,130000.000,V
686,R,+5050.3901,-00056.2144,219.14,16.3,130000.000,V
686,R,+5050.3858,-00056.2199,219.14,04.7,130000.000,V
686,R,+5050.3816,-00056.2253,219.14,13.7,130000.000,V
686,R,+5050.3773,-00056.2308,219.14,10.7,130000.000,V
686,R,+5050.3731,-00056.2363,219.14,03.6,130000.000,V
686,R,+5050.3678,-00056.2350,171.33,06.6,130000.000,V
686,R,+5050.3624,-00056.2337,171.33,14.1,130000.000,V
686,R,+5050.3571,-00056.2324,171.33,18.0,130000.000,V
686,R,+5050.3518,-00056.2311,171.33,18.2,130000.000,V
686,R,+5050.3465,-00056.2298,171.33,11.8,130000.000,V
686,R,+5050.3411,-00056.2285,171.33,18.7,130000.000,V
686,R,+5050.3358,-00056.2273,171.33,13.1,130000.000,V
686,R,+5050.3305,-00056.2260,171.33,08.2,130000.000,V
686,R,+5050.3251,-00056.2247,171.33,12.8,130000.000,V
686,R,+5050.3198,-00056.2234,171.33,07.4,130000.000,V
686,R,+5050.3145,-00056.2221,171.33,11.0,130000.000,V
686,R,+5050.3091,-00056.2208,171.33,15.3,130000.000,V
686,R,+5050.3038,-00056.2195,171.33,12.0,130000.000,V
686,R,+5050.2985,-00056.2182,171.33,06.1,130000.000,V
686,R,+5050.2932,-00056.2170,171.33,01.1,130000.000,V
686,R,+5050.2878,-00056.2157,171.33,06.7,130000.000,V
686,R,+5050.2825,-00056.2144,171.33,00.7,130000.000,V
686,R,+5050.2772,-00056.2131,171.33,07.7,130000.000,V
686,R,+5050.2718,-00056.2118,171.33,08.1,130000.000,V
686,R,+5050.2665,-00056.2105,171.33,14.1,130000.000,V
686,R,+5050.2612,-00056.2092,171.33,00.2,130000.000,V
